user_id,total_views,avg_watch_duration,active_days,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at,cluster_kmeans,cluster_dbscan,cluster_hierarchical
user_02742,9,75.65714285714286,7,2,2,0,3,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,0,michealmccall@example.com,Sarah,Williams,27.0,Female,Canada,Ontario,Hudsonfort,Standard,2022-10-25,True,2.19,Smart TV,4.0,2024-05-02 15:11:34.782454,0,-1,0
user_02743,6,44.03333333333333,6,0,0,0,2,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,katie19@example.com,Tony,Ramirez,26.0,Female,USA,Indiana,West Jessicaview,Basic,2024-09-20,True,2.2,Gaming Console,6.0,2024-01-31 20:40:56.283771,0,-1,0
user_02744,13,43.16153846153846,10,0,2,0,0,0,2,1,0,2,1,3,0,1,0,1,2,0,1,1,0,donaldmatthews@example.com,Katherine,Montgomery,27.0,Male,USA,Michigan,New Haley,Premium+,2022-10-11,True,1.85,Mobile,2.0,2023-07-02 00:07:53.524301,0,-1,0
user_02745,8,58.7625,8,1,0,0,1,0,0,1,0,0,0,0,2,3,0,0,1,0,0,0,1,kthompson@example.org,Yvette,Martinez,50.0,Male,Canada,Ontario,Lake Christine,Premium,2024-06-04,True,0.62,Laptop,3.0,2023-08-16 00:28:02.095835,0,-1,0
user_02746,15,63.64166666666667,11,0,0,0,2,2,1,0,1,1,0,0,4,1,1,0,2,4,0,2,0,nicholas84@example.com,Makayla,Gonzalez,32.0,Male,USA,Massachusetts,Nicolechester,Standard,2022-10-13,True,14.71,Tablet,2.0,2023-03-18 01:52:19.878467,0,-1,0
user_02747,8,50.93333333333334,8,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,latoyahansen@example.com,Jared,Henderson,35.0,Male,USA,Michigan,Stanleyview,Premium,2024-12-30,True,10.27,Smart TV,2.0,2023-03-11 16:33:22.696200,0,-1,0
user_02748,15,59.06923076923077,14,1,2,0,0,1,4,2,0,2,0,2,0,1,0,0,0,2,1,3,0,sara17@example.net,Jodi,Harris,48.0,Male,USA,Michigan,Port Jademouth,Premium,2024-03-23,True,4.69,Mobile,2.0,2025-01-30 16:09:41.445786,0,-1,0
user_02749,18,44.625,15,2,2,0,1,1,1,0,0,1,2,2,4,2,1,1,1,2,0,0,1,christopherreyes@example.org,Elizabeth,Nixon,24.0,Female,USA,Florida,Murrayhaven,Standard,2024-08-10,True,3.91,Laptop,2.0,2024-03-21 04:07:44.626366,0,-1,0
user_02750,19,58.61176470588236,18,5,3,4,0,0,1,0,0,2,0,2,1,1,1,2,2,2,2,0,1,sarayoung@example.net,Paige,Browning,45.0,Female,USA,Massachusetts,Shannonmouth,Standard,2024-12-06,True,20.19,Smart TV,2.0,2023-07-08 07:34:00.411250,0,-1,0
user_02751,9,85.8375,8,1,2,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2,1,1,0,obrienerin@example.com,Renee,Benson,27.0,Prefer not to say,USA,Tennessee,New Tina,Premium,2023-01-27,True,45.81,Desktop,4.0,2024-07-30 03:34:26.696758,0,-1,0
user_02752,11,58.4,10,0,0,3,0,0,0,1,1,2,1,2,2,0,0,0,2,0,0,0,2,tammy20@example.org,Thomas,Dean,29.0,Female,Canada,British Columbia,Alejandroton,Premium,2024-07-19,True,13.53,Gaming Console,1.0,2024-11-20 14:27:47.444705,1,-1,1
user_02753,12,57.85555555555556,10,0,1,0,1,1,1,0,2,0,1,0,1,1,0,0,6,0,0,0,1,ngilbert@example.com,Barbara,Johnson,63.0,Unknown,Canada,Prince Edward Island,East Jason,Standard,2023-12-02,True,13.53,Desktop,4.0,2025-01-17 14:25:48.044001,0,-1,0
user_02754,11,64.45,9,0,2,1,4,0,0,0,1,0,2,0,0,1,2,0,0,0,1,2,1,trevinoheather@example.net,Peter,Young,21.0,Male,USA,Florida,Jennyburgh,Premium,2022-10-21,True,8.49,Desktop,5.0,2025-07-14 01:30:56.067554,1,-1,1
user_02755,10,43.9,10,0,1,0,0,1,3,0,0,1,3,1,1,1,0,0,0,1,0,0,1,kevin48@example.com,Brooke,Griffin,22.0,Other,Canada,Saskatchewan,Danielside,Premium,2022-08-17,False,11.77,Mobile,2.0,2024-08-15 12:59:19.647300,0,-1,0
user_02756,10,64.32222222222222,10,0,0,2,2,0,2,0,1,2,0,0,2,0,0,0,2,0,1,1,0,sharpshannon@example.com,Dennis,Goodman,37.0,Female,Canada,Nova Scotia,North Susanborough,Basic,2022-08-08,True,15.33,Smart TV,1.0,2022-11-27 00:39:34.070946,0,-1,0
user_02757,5,38.6,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,danielleanderson@example.org,Vanessa,Jackson,34.0,Male,USA,Florida,Murphystad,Basic,2023-01-19,False,6.7,Mobile,3.0,2023-12-23 17:25:48.394260,0,-1,0
user_02758,10,44.46666666666667,8,0,0,0,0,1,0,0,0,4,0,1,0,1,1,2,0,1,0,4,1,bfarmer@example.net,Jared,Robles,38.0,Male,USA,Arizona,Dalefurt,Premium,2023-11-23,True,55.16,Desktop,3.0,2022-12-10 10:51:46.314148,0,-1,0
user_02759,8,56.075,8,0,1,0,0,0,1,1,1,0,1,2,1,0,0,2,0,1,0,0,1,kmitchell@example.org,Jason,Ray,57.0,Female,Canada,British Columbia,Lake Cindy,Standard,2025-06-21,True,20.37,Tablet,1.0,2023-10-12 21:43:58.021413,0,-1,0
user_02760,10,50.42,9,0,0,1,1,1,0,0,2,0,0,0,2,0,0,0,1,0,2,4,0,carlaswanson@example.net,Brandy,Golden,34.0,Male,USA,North Carolina,Vernonborough,Standard,2023-11-13,True,7.32,Desktop,5.0,2024-11-07 15:40:51.457729,0,-1,0
user_02761,9,52.7,9,3,2,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,2,0,susan48@example.com,Renee,Kim,30.0,Male,USA,Michigan,Ericafort,Basic,2023-07-20,True,17.1,Mobile,2.0,2025-03-04 02:39:12.978626,0,-1,0
user_02762,7,75.14999999999999,7,0,1,1,0,2,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,umarshall@example.net,Sandra,Jones,35.0,Female,USA,Pennsylvania,West Christinamouth,Premium,2024-02-04,True,9.68,Desktop,4.0,2023-07-09 04:32:34.689095,0,-1,0
user_02763,11,31.736363636363638,10,1,2,0,1,0,1,0,0,0,0,1,2,1,1,1,2,0,2,0,0,nbaker@example.com,Brandon,Glover,23.0,Unknown,USA,Pennsylvania,Russelltown,Standard,2023-03-31,True,8.91,Tablet,4.0,2024-02-06 21:28:46.327137,1,-1,1
user_02764,12,79.38181818181819,11,2,1,1,2,0,0,0,4,0,0,1,1,1,1,0,1,0,0,1,0,curtis27@example.com,Michele,Johnson,41.0,Female,Canada,Saskatchewan,West Gregory,Standard,2024-11-18,True,16.49,Gaming Console,5.0,2024-04-08 20:30:26.197918,0,-1,0
user_02765,9,58.85,8,0,0,1,1,0,0,0,2,0,2,3,0,0,1,1,0,1,1,0,0,joseph62@example.com,John,Eaton,35.0,Male,Canada,Saskatchewan,Bakerfort,Basic,2023-07-13,True,19.7,Gaming Console,6.0,2022-12-25 05:11:53.927541,0,-1,0
user_02766,7,72.58571428571429,7,0,2,0,1,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,mike89@example.org,Jeffrey,Rivera,41.0,Female,USA,Illinois,South Brittanybury,Premium,2025-05-08,True,6.82,Desktop,1.0,2023-01-06 22:13:17.925831,0,-1,0
user_02767,8,45.06,7,0,2,1,0,1,0,0,0,0,1,3,0,0,1,2,2,0,0,0,0,christian09@example.net,Cameron,Crawford,35.0,Female,USA,New Jersey,Wrightland,Basic,2022-10-28,True,26.3,Laptop,6.0,2023-04-21 17:55:05.670866,0,-1,0
user_02768,11,71.07000000000001,10,2,2,0,0,0,1,1,0,0,1,0,1,0,2,0,0,1,2,0,1,cunninghamchelsey@example.org,Leonard,Campbell,29.0,Other,Canada,Manitoba,Reidville,Basic,2025-04-14,True,0.41,Smart TV,1.0,2022-10-09 13:30:25.010898,1,-1,1
user_02769,14,56.17,12,1,2,2,2,2,0,3,0,2,0,2,1,1,2,1,1,0,0,0,0,hrichardson@example.org,Rhonda,Howard,35.0,Male,USA,California,North Allen,Premium,2023-01-27,True,13.53,Tablet,2.0,2025-01-10 14:19:05.956369,0,-1,0
user_02770,10,105.94000000000001,10,0,2,1,1,1,1,0,0,1,0,0,1,2,1,0,2,1,0,1,0,kflores@example.org,Amy,Nguyen,29.0,Male,Canada,Quebec,Lancemouth,Basic,2024-05-27,True,8.71,Mobile,1.0,2023-12-17 22:02:48.269958,0,-1,0
user_02771,14,50.291666666666664,13,0,0,0,3,2,2,0,0,1,1,0,0,0,2,2,1,2,0,1,0,cjarvis@example.net,Diane,Benitez,28.0,Female,USA,California,Lake Rodneyview,Premium+,2023-03-21,False,31.74,Gaming Console,4.0,2025-01-13 11:28:47.465070,0,-1,0
user_02772,10,39.785714285714285,10,0,0,1,1,0,2,0,1,0,3,1,0,1,1,0,1,0,0,1,0,kristin83@example.com,Tiffany,Chapman,37.0,Female,USA,Arizona,South Steven,Standard,2024-08-30,True,5.62,Desktop,2.0,2025-03-31 02:14:55.173675,0,-1,0
user_02773,15,70.46428571428571,15,0,3,0,1,1,1,0,1,1,1,2,0,2,0,0,1,1,1,0,1,hooverpaul@example.net,Carly,Tanner,51.0,Female,USA,Washington,Colemantown,Premium,2023-02-04,True,17.61,Smart TV,2.0,2023-08-26 02:02:22.577121,0,-1,0
user_02774,18,37.38125,16,2,0,2,5,2,2,0,0,2,4,0,3,1,0,1,2,2,1,1,0,anthonyhanson@example.com,Victoria,Silva,51.0,Male,Canada,New Brunswick,Harrisview,Premium,2025-03-24,True,48.7,Smart TV,1.0,2025-05-15 02:56:27.802648,0,-1,0
user_02775,12,81.75,12,3,1,2,0,0,1,0,0,0,2,1,1,0,0,0,0,3,0,0,0,jameshoward@example.net,Brittany,Sanchez,36.0,Female,Canada,Newfoundland and Labrador,Harrellville,Basic,2024-06-22,True,28.95,Desktop,4.0,2022-12-12 13:00:02.624439,0,-1,0
user_02776,19,53.411764705882355,18,0,3,1,2,0,1,0,1,0,3,2,1,2,0,1,2,4,1,2,0,laurabishop@example.net,Jared,Adams,35.0,Female,USA,Georgia,Christophermouth,Premium+,2024-08-04,True,11.98,Mobile,4.0,2023-01-08 11:00:12.454553,0,-1,0
user_02777,7,58.728571428571435,7,1,1,0,1,0,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,vallen@example.net,Katherine,Skinner,35.0,Male,Canada,Nova Scotia,Lake Stacey,Premium,2024-10-17,True,9.02,Desktop,2.0,2023-02-17 10:47:57.773070,0,-1,0
user_02778,6,55.550000000000004,4,1,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,julian43@example.com,Cassandra,Perry,53.0,Female,Canada,Prince Edward Island,Thomaston,Standard,2025-07-02,False,23.65,Tablet,6.0,2025-07-24 14:49:25.239848,0,-1,0
user_02779,11,35.56,10,2,1,2,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,warnermichelle@example.org,Frank,Hubbard,37.0,Male,USA,Arizona,Lake Davidbury,Standard,2023-04-20,True,17.22,Mobile,4.0,2024-08-12 17:43:30.951943,1,-1,1
user_02780,19,59.67368421052631,16,0,1,5,2,3,0,2,0,1,1,1,0,0,0,0,0,3,1,2,1,austin05@example.net,Audrey,Mann,40.0,Female,USA,New Jersey,Walkerbury,Premium+,2024-02-23,True,21.32,Tablet,1.0,2023-10-24 16:17:02.750320,0,-1,0
user_02781,14,57.26666666666667,12,1,1,2,1,0,0,0,2,0,2,1,0,2,1,2,1,0,1,2,1,brandonfuller@example.com,Christie,Jensen,33.0,Male,USA,Arizona,Richardland,Basic,2023-09-28,True,19.05,Mobile,6.0,2022-08-12 14:15:27.637979,0,-1,0
user_02782,17,64.62352941176471,14,3,1,2,3,0,1,0,3,1,2,2,0,0,0,0,3,1,1,1,0,gmartin@example.org,Madeline,Smith,52.0,Female,USA,Illinois,Mitchellmouth,Premium+,2023-10-02,False,4.7,Desktop,2.0,2022-12-08 11:18:53.057635,0,-1,0
user_02783,7,77.67999999999999,7,0,0,2,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,2,bradley11@example.org,Jonathan,Weaver,27.0,Female,Canada,Alberta,New Davidshire,Standard,2025-02-09,True,7.88,Tablet,2.0,2024-02-11 12:01:19.846514,0,-1,0
user_02784,7,65.8,6,0,1,2,1,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,joseph94@example.net,Donald,Owens,35.0,Female,USA,Virginia,West Tracyport,Basic,2024-08-15,True,37.29,Mobile,1.0,2025-02-04 18:52:33.875062,0,-1,0
user_02785,9,60.5125,8,1,2,0,1,0,0,1,2,1,1,0,0,0,0,2,0,2,0,1,0,ashleywillis@example.com,Mark,Turner,35.0,Male,Canada,Quebec,Bensonstad,Premium,2023-07-07,True,9.24,Tablet,4.0,2024-12-24 16:31:16.549273,0,-1,0
user_02786,11,41.82,9,0,0,0,2,0,1,0,0,3,0,2,4,1,0,0,0,2,0,0,1,loganwarner@example.net,Kenneth,Hancock,30.0,Female,USA,Texas,West Johnland,Premium,2025-05-15,True,29.62,Laptop,1.0,2023-01-20 04:29:25.906246,1,-1,1
user_02787,16,96.0625,14,0,2,0,2,1,1,3,0,1,1,1,0,2,1,1,0,0,2,1,0,walkersamuel@example.net,Matthew,Gilbert,39.0,Female,USA,Wisconsin,Webbberg,Standard,2024-10-18,True,60.46,Tablet,2.0,2023-05-05 11:45:23.522563,0,-1,0
user_02788,9,55.455555555555556,8,0,1,0,0,0,0,2,1,1,2,2,0,0,1,0,1,0,0,1,1,jonathanmartin@example.com,Jennifer,Hill,42.0,Female,USA,New York,West Thomas,Premium,2023-04-10,True,11.34,Mobile,3.0,2025-04-30 06:57:37.578268,0,-1,0
user_02789,11,89.125,8,2,1,2,0,0,0,0,1,0,0,2,2,0,0,0,3,0,3,0,0,eevans@example.net,Michael,Williams,29.0,Female,USA,New Jersey,Youngbury,Premium,2025-05-26,False,15.18,Tablet,3.0,2023-04-07 19:52:29.197110,1,-1,1
user_02790,14,72.32307692307693,12,0,2,0,1,1,1,1,1,1,0,0,5,1,1,0,1,1,3,0,1,collinsmith@example.com,Tammy,Diaz,23.0,Male,USA,Texas,Raymondburgh,Premium+,2024-03-02,True,6.65,Tablet,3.0,2024-12-26 18:05:37.846353,0,-1,0
user_02791,10,55.77777777777778,9,0,0,0,0,1,1,1,2,2,1,0,0,1,2,0,1,0,1,0,0,acostaangela@example.com,Allison,Lloyd,40.0,Female,USA,Florida,New David,Standard,2023-06-10,True,16.09,Mobile,2.0,2023-10-28 05:17:27.688175,0,-1,0
user_02792,6,165.2276923076923,6,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,dianechapman@example.net,Matthew,Gonzalez,25.0,Female,Canada,Quebec,Josephmouth,Basic,2024-06-17,False,14.3,Smart TV,3.0,2022-09-27 09:20:18.374747,0,-1,0
user_02793,12,55.25,11,0,1,1,1,1,0,1,1,0,0,2,1,0,2,1,1,0,2,1,0,kellyhill@example.org,Michelle,Becker,43.0,Male,USA,Michigan,North Nicholas,Standard,2022-12-26,True,13.53,Desktop,1.0,2022-08-07 05:36:38.264262,0,-1,0
user_02794,13,57.67272727272727,12,0,2,0,0,3,1,0,0,2,0,2,1,1,0,4,0,0,1,1,1,kevincastillo@example.org,Sandra,Huang,35.0,Female,USA,Florida,West Tyler,Premium,2025-05-22,True,16.16,Mobile,2.0,2022-09-26 16:36:55.735172,0,-1,0
user_02795,12,109.58333333333333,12,1,1,0,0,0,0,1,1,3,1,0,0,0,0,1,2,0,1,2,2,carrollwesley@example.net,Thomas,Davies,37.0,Female,USA,Wisconsin,Gregoryton,Standard,2023-09-26,True,6.34,Mobile,4.0,2023-08-27 18:38:56.765538,0,-1,0
user_02796,9,76.3625,9,2,0,1,0,0,0,2,0,0,2,0,1,2,0,2,1,1,0,0,1,daviskim@example.com,William,Rodriguez,45.0,Female,USA,Missouri,Melissaton,Basic,2025-03-22,True,5.91,Gaming Console,2.0,2022-09-29 18:00:24.448590,0,-1,0
user_02797,11,56.34444444444445,10,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,2,2,0,1,2,teresa27@example.com,Brian,Walker,44.0,Male,USA,Massachusetts,West Megan,Premium,2022-11-10,True,13.53,Tablet,2.0,2022-08-24 06:29:28.974869,1,-1,1
user_02798,7,46.375,6,1,0,0,0,2,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,wchristensen@example.com,John,Chaney,36.0,Unknown,USA,New York,Miamouth,Premium+,2024-10-26,True,25.46,Laptop,2.0,2024-12-28 18:14:40.592699,0,-1,0
user_02799,9,46.12222222222223,9,1,1,0,0,0,1,0,1,4,0,1,0,0,0,1,2,0,1,0,0,glennjeremy@example.org,Daniel,Herrera,41.0,Female,USA,Ohio,Leefort,Premium+,2023-07-29,True,9.52,Tablet,8.0,2022-11-13 09:06:01.562429,0,-1,0
user_02800,8,75.95714285714287,7,1,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0,1,1,0,stephaniecortez@example.org,Oscar,Alexander,19.0,Female,USA,North Carolina,South Kimberlyport,Premium+,2024-08-12,True,1.82,Mobile,2.0,2025-03-06 12:30:10.951487,0,-1,0
user_02801,20,82.5,17,0,0,0,1,1,2,1,1,1,2,3,0,1,0,0,0,5,4,2,0,marksweeney@example.com,Stephanie,Snyder,35.0,Male,USA,Wisconsin,South Carolynport,Standard,2023-08-24,True,7.46,Mobile,2.0,2023-03-17 02:53:21.619578,0,-1,0
user_02802,10,45.77,8,1,1,0,0,0,2,0,0,3,1,4,1,0,2,1,0,0,0,0,0,michaeladkins@example.com,Marissa,Alexander,45.0,Female,USA,California,Colemanfurt,Premium,2023-02-01,False,13.53,Smart TV,1.0,2023-10-04 05:26:21.781018,0,-1,0
user_02803,11,104.82000000000001,10,2,0,1,0,0,1,0,0,1,0,0,2,0,3,0,0,2,3,0,2,dawn90@example.com,Wanda,Case,37.0,Male,USA,Texas,Jenniferburgh,Standard,2023-08-31,True,20.12,Laptop,1.0,2023-05-15 18:02:09.143539,1,-1,1
user_02804,18,75.74,17,3,3,1,2,1,1,1,0,1,1,3,1,0,0,2,2,1,1,0,1,keith78@example.org,Joseph,Miller,18.0,Male,USA,Maryland,Lake Deborahport,Standard,2025-04-28,True,28.2,Tablet,2.0,2022-10-17 18:41:52.702353,0,-1,0
user_02805,10,49.75555555555556,10,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,3,0,0,martineznorman@example.com,Pamela,Lopez,27.0,Male,USA,Michigan,Port Judymouth,Premium,2025-01-07,True,4.69,Laptop,1.0,2022-08-08 08:43:52.138468,0,-1,0
user_02806,5,69.3,5,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,rhodesjose@example.net,Cheryl,Padilla,22.0,Male,Canada,Newfoundland and Labrador,New Lindabury,Standard,2024-03-01,True,12.01,Tablet,1.0,2025-04-06 21:43:54.888092,0,-1,0
user_02807,15,52.65714285714286,13,0,3,2,0,0,1,0,0,0,0,1,2,1,0,4,1,2,1,1,0,qgreen@example.net,Nathan,Andrews,33.0,Other,USA,Pennsylvania,Deanport,Standard,2024-06-24,True,1.54,Laptop,3.0,2024-10-12 06:43:51.267405,0,-1,0
user_02808,10,81.61,10,0,1,0,0,0,0,0,0,1,0,2,3,1,0,1,0,0,0,1,2,patrickjackson@example.com,Richard,Richards,42.0,Unknown,Canada,Manitoba,Bryanmouth,Standard,2025-04-22,True,19.69,Desktop,3.0,2025-05-14 03:41:41.467583,0,-1,0
user_02809,20,47.585,18,1,2,0,3,3,0,0,2,0,1,0,1,4,2,0,3,0,2,6,0,brianhunt@example.com,Amy,Richmond,35.0,Female,USA,North Carolina,Danielbury,Standard,2024-12-29,True,31.09,Desktop,4.0,2024-01-13 13:49:22.092581,0,-1,0
user_02810,12,62.36666666666666,12,1,3,1,0,0,2,1,2,0,2,1,0,0,1,1,0,0,2,0,1,nrogers@example.com,Andrew,Ramsey,46.0,Female,USA,Georgia,Leeland,Premium,2023-08-21,True,5.95,Smart TV,3.0,2023-09-08 08:42:53.764386,0,-1,0
user_02811,17,53.458333333333336,15,1,3,2,1,0,1,0,2,1,1,1,3,0,2,1,1,0,1,2,2,hartjohn@example.org,Gabriella,Brown,35.0,Male,USA,Georgia,Hillville,Premium,2023-01-21,False,26.16,Gaming Console,2.0,2022-10-19 20:18:06.046678,0,-1,0
user_02812,15,79.84166666666665,12,0,1,2,0,1,2,0,1,3,0,1,0,0,0,3,1,1,2,1,1,ronaldmurphy@example.org,Ashley,Hernandez,47.0,Unknown,Canada,New Brunswick,North Susanmouth,Premium,2025-01-30,False,36.9,Gaming Console,2.0,2024-11-02 07:43:18.400628,0,-1,0
user_02813,8,57.3125,8,1,0,0,1,0,0,1,2,0,1,0,0,0,3,0,0,1,0,0,1,harveycraig@example.com,Martha,Arnold,39.0,Female,USA,New Jersey,South Javier,Standard,2025-07-05,True,341.82,Mobile,3.0,2023-12-06 07:55:12.638568,0,-1,0
user_02814,10,59.81,10,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,4,0,0,2,0,dcollins@example.org,Allen,Walsh,58.0,Male,USA,Michigan,Cartertown,Standard,2022-10-01,True,14.0,Tablet,1.0,2022-12-25 23:54:23.869347,0,-1,0
user_02815,8,130.82,8,1,1,1,1,0,0,0,1,2,0,0,1,0,0,0,0,0,3,0,0,emanning@example.net,Nicholas,Rose,17.0,Other,USA,Arizona,Port Shawn,Basic,2024-01-31,True,7.74,Gaming Console,2.0,2022-11-20 21:37:03.987087,0,-1,0
user_02816,9,89.26666666666667,9,0,2,2,0,1,0,2,0,0,0,1,2,1,0,0,0,0,0,1,0,davidwilson@example.net,Anita,Sawyer,94.0,Male,USA,New York,Codyton,Basic,2025-05-09,True,19.29,Laptop,1.0,2024-11-14 07:38:29.188906,0,-1,0
user_02817,17,63.92666666666666,14,0,2,0,4,1,2,3,5,1,3,0,0,0,1,0,0,0,3,0,3,yknight@example.com,Adam,Moon,37.0,Unknown,USA,Virginia,Cameronton,Basic,2023-06-06,True,60.41,Smart TV,1.0,2022-10-29 00:33:27.548558,0,-1,0
user_02818,13,88.2,11,0,0,0,1,0,0,0,3,0,1,1,5,2,1,0,1,1,1,1,0,maryhansen@example.net,Michael,Scott,41.0,Male,USA,Michigan,Williamfurt,Standard,2023-11-19,True,8.25,Laptop,5.0,2022-11-30 00:12:13.548941,0,-1,0
user_02819,12,65.47500000000001,9,0,2,1,0,2,2,1,0,0,0,0,1,2,2,1,2,0,0,0,0,dilloneric@example.com,Melissa,Stewart,43.0,Male,Canada,Saskatchewan,Lake Joshua,Standard,2025-04-15,True,13.53,Gaming Console,5.0,2025-02-13 09:26:44.514261,0,-1,0
user_02820,15,41.54615384615385,14,0,1,0,3,0,1,0,0,3,2,1,0,1,0,1,0,4,0,0,2,martha48@example.org,Heather,Williamson,29.0,Male,USA,New York,East Kellyview,Basic,2023-11-04,True,30.71,Gaming Console,2.0,2025-06-25 06:42:26.029603,0,-1,0
user_02821,7,56.21666666666666,6,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,darrellford@example.com,Wesley,Hahn,16.0,Other,USA,Tennessee,North Eric,Standard,2022-11-08,True,14.19,Mobile,3.0,2024-06-07 14:35:50.309183,0,-1,0
user_02822,13,39.53076923076923,11,1,0,1,4,0,0,0,2,0,1,0,1,0,0,2,0,0,0,1,1,youngkimberly@example.com,Ronald,Ramirez,44.0,Male,USA,Michigan,New Julie,Premium,2024-01-30,True,0.53,Desktop,4.0,2024-06-06 20:58:30.786630,0,-1,0
user_02823,12,76.96363636363637,11,0,4,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,2,cheryl30@example.net,Robert,Todd,35.0,Male,USA,Washington,New Nicholas,Premium,2025-06-05,True,8.3,Tablet,3.0,2025-06-04 01:02:40.406007,0,-1,0
user_02824,15,55.471428571428575,13,3,1,0,1,1,2,2,1,2,0,1,2,0,0,1,2,0,0,1,3,meadowsdana@example.com,David,Evans,57.0,Female,Canada,Alberta,Vanessamouth,Premium,2024-10-13,True,3.21,Tablet,2.0,2023-08-15 04:29:29.740993,0,-1,0
user_02825,14,38.25714285714286,14,1,3,0,2,0,2,1,1,1,1,0,0,1,3,1,2,1,1,0,0,sanchezlisa@example.net,Daniel,Scott,56.0,Male,Canada,Newfoundland and Labrador,Lake Megan,Basic,2024-11-22,True,12.67,Laptop,3.0,2025-05-26 01:42:07.308494,0,-1,0
user_02826,11,54.54,10,1,1,0,2,2,0,0,1,3,1,2,1,0,0,1,0,0,0,0,1,bsaunders@example.com,Katelyn,Anderson,36.0,Male,USA,Missouri,Tinaport,Standard,2024-06-20,True,13.53,Desktop,5.0,2023-02-26 06:38:00.306160,1,-1,1
user_02827,11,57.1,9,0,4,1,2,0,1,0,3,0,2,1,0,0,0,0,1,0,0,0,0,moorecraig@example.com,Paul,Sherman,26.0,Male,USA,Ohio,Rachelborough,Basic,2025-07-14,True,7.48,Gaming Console,4.0,2022-12-30 13:57:53.797074,1,-1,1
user_02828,10,66.98888888888888,9,2,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,4,kristine53@example.org,Paul,Odom,31.0,Female,USA,Washington,Kayleestad,Basic,2024-05-25,True,18.59,Desktop,1.0,2024-07-31 05:15:39.125329,0,-1,0
user_02829,11,124.25999999999999,10,0,1,2,1,3,1,2,1,1,0,0,0,0,0,0,1,2,0,0,0,rodriguezjesse@example.net,Danielle,Sparks,30.0,Male,USA,New York,Emilyfort,Premium,2022-11-18,True,6.51,Mobile,2.0,2025-03-20 15:09:29.088156,1,-1,1
user_02830,10,43.709999999999994,9,0,1,0,3,0,0,0,0,1,1,1,0,2,0,1,2,0,0,0,0,kellykelsey@example.org,Mary,Jones,53.0,Male,USA,Washington,Ethanland,Premium,2023-08-29,True,7.67,Laptop,3.0,2025-03-19 03:49:06.618749,0,-1,0
user_02831,8,93.9375,7,0,1,1,0,0,0,1,0,0,0,1,2,1,0,0,1,1,0,1,0,benjamin16@example.org,Nicole,Johnson,22.0,Male,USA,New York,North Monica,Premium+,2022-10-11,True,13.53,Tablet,2.0,2022-10-10 03:17:36.825675,0,-1,0
user_02832,10,70.3875,9,2,0,1,0,0,1,1,0,5,0,1,0,0,0,0,1,1,1,0,0,jeffrey02@example.com,Jeffrey,Byrd,29.0,Male,Canada,Prince Edward Island,Knightberg,Standard,2024-07-06,True,6.85,Tablet,5.0,2024-03-31 16:06:04.184599,0,-1,0
user_02833,11,113.8,11,0,0,1,1,2,0,0,1,0,1,0,0,2,0,2,1,1,2,1,1,kboyer@example.com,Robert,Neal,32.0,Female,Canada,Ontario,West Johnton,Basic,2023-08-09,True,11.19,Mobile,2.0,2025-07-25 13:47:32.804084,1,-1,1
user_02834,8,28.91104166666667,7,0,2,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,1,adamstiffany@example.org,Jennifer,Anderson,69.0,Female,USA,Virginia,Port Nicholasview,Standard,2025-04-01,True,17.95,Gaming Console,1.0,2025-05-29 14:16:36.009789,0,-1,0
